44 62 65 75 15
40 43 79 57 68
18 41 39 62 58
50 46 41 18 64
68 40 44 62 48
79 78 74 18 71
40 68 44 62 21
79 39 18 66 15
44 40 73 68 41
62 44 14 52 49
50 46 18 41 64
40 68 62 44
50 46 41 79 52
40 44 48 62 68
43 44 15 50 68
18 50 46 64 6
40
18 26 40 68
68 44 40
44 40 73 52 41
40 18 68 44
18 26
79 20 50 43 40
18 69 8 75 41
79 21 52 23 49
43 74 48 40 79
46 41 64 39 75
49 52
44 40 41 62 25
39 18 47 41 79
40 44 68 18 62
23 18 66 6 20
44 79 80 20
44 41
18 47 66 23 79
76 15 18
46 50 15 64 79
44 41 15 39 69
79
40 44 18 62 41
46 50 66 23 18
18 66 75
23 6 18 66 79
40 68 62 44
41 39 69 18 15
62 65
6 20 29 23 45
46 64 75 65 39
18 26 40 68
40 18 15 62 65
43 18 73 41 50
79 39 15 23 44
23 18 79 29 20
18 41 39 76 65
79 49
18 68 44
40 73 52 46 68
18 68 41 39
65 39 18 75 76
18 46 50 23
6 23 79 18 66
68 44 18 14
18 44 40 26 68
40 39 58 15 18
62 63 78 18 73
44 40 62 68 14
43 44 40 73 61
76 69 58 39 62
41 18
8 18 43 62 44
68 18
40 44 68
40 68 44 18
79 47 18 23 39
41
76 18 62 64
40 44 68 80 41
8 18 69 75 65
46 50 18
62 18
66 23
40 44 68 62
8 41 49 38 79
79 20 15 65
18 46 42 50 69
40 44 14 18 62
79 23 20 39 66
40 79
46 50 73 52 68
15 64
62 39 76
18 69 8 79 62
44 18 40
44 40 58 73 41
46 18 50 64 41
44 41 62 50 52
40 44 68 62 48
47 79 50 46 64
44 40 41 62 14
40 44 39 68 41
79 8 20 23 49
79 23 40
76 62 18 44 20
66 39 75 79 80
46 50 41 39
18 68 44 62
68 18
18 40 44 68 26
8 18 75 69 65
44 62 69 40
40 44 80 62 74
40 44 14 52 73
68 18 40 44
66 18 39 79 6
40 18 68
40 44 62 41 14
75 41 73 76 50
15 44 43 18 62
40 44 41 43 69
39 46 18 65 50
18 79 47 20
50 46 44 15 41
41 79 43 62
18 42 46 50 64
43 15 44 68 40
23 66 58
52 41 28
40 79 18 62 74
68 44 41 40 73
79 74 48 40 18
79 47 18 23 26
62 68 76 40 44
40 75 39
69 79 18 58 23
40 79
44 62 15 17 50
69 39 65 75 41
69 18 39 50 41
39 41 75 18 69
18 62
18 62 52 75 74
79 62 18 78
18
79 15 43 18 65
44 14 62 40 18
68 74 44 80 62
44 14 41 40 62
44 40 68 18 62
18 50 57 58
62 76 58 2
18
75 76 65 39 41
41 44 52 75 73
79 78 74 18 71
44 40 52 73 41
76 39 18 58 62
40 44 62 68 14
69 41 18 8 75
64 75 8 79 20
62 18 63 78 43
40 44
46 50 40 52 68
18 6 23 58 79
44 40 62 14
44 41 47 40 65
69 18 8 75 65
40 73 79 15 18
8 39 69
23 54 6 20 58
41 69 50 39 18
43 44 68 40 61
44
79 23 66
68 40 44 80
44 40 73 14 52
18 41
40 73 57 74 52
39 66 18 79 75
40 43 15 44 41
40 68 44 62 74
62 79 63 78 40
65 41 39 15 79
79 8
44 40 73 52 41
76 41 15 65 75
40 39 79 74 18
40 44 80 68 18
47 79 18 41
44 40 68 62
75 79
46 50 64 18 8
43 18 68 44 48
79
40 44 18 62 41
79 18 78 20 46
41 18 69 15 62
47 18
43 40 44 68 48
66 39 79 75 6
79 20 43 50 40
40 68 44 57 48
40 18 44 68
79 44 62
40 48
40 44 41 76 65
44 40 14 62 43
79 65
40 44 68 46 48
39 50 57 79 46
44 41 73 52 79
79 18 65 15 58
44 41 62 14 18
39 75 65 76 58
18 44 79
62 66 18 76
68 62 44 15
41 50 18 15 73
48 74 40 79 44
40 44 75 41
40 79 8
79
69 18 41 39 62
40 44 68 18 62
62 41
79 18
40 18 48 80 68
41 44 52 73 40
40 44 64 20 79
57 52 73 46 74
43 44 14 40 61
40 18
40 18 62
44 40 68
62
18 68 44 40 21
44 40 41
43 40 68 44
41 39 44 65 21
69 41 39 18 75
40 43 46 41 52
40 44 68 18 21
62 76 66
18 50 46 58 23
40 46 50 44
44 73 52 18 41
69 18 39 75 41
8 79 49 52
40
44 40 41 52
20 62 79
40 44 62 65 58
62 14 52 76 73
41 18 22 39 69
23 20 6 79 18
18 23 39 79 66
44 18 73 52 56
40 44 68
44 73 18 43
40 44
18 46 44 62
46 50 64 41 8
44 43 48 61 62
44 18 68 40 73
46 50 64 18 52
68 44 40 48 62
41 39 65 18 69
43 44 62 14 40
46 50 62 64 52
44 40 68 62
43 20 79 50 40
62 44
62 65 75 76 39
20 23 66 79
68 44 73 18 40
79 39 74 78 41
40 62 68 63 44
40 44 79
39 79 74 78 18
23 18 79 54 44
46 50 18 41 79
76 15 62 75 18
18 47 23 79 75
18 69 41 39 68
40 18 44
18 40 23 79
44 40 43 79 62
41 47 23 18
79 74 23 20 71
79
40
18 47 69 79 8
18 6 66
40 68 44 56 62
65 76 79 75 15
46 50 64 8 62
40 18 68 44 73
18 69 75 65 41
46 18 50 41 42
40 18 68 44
18 41 65 39 62
79 57 73 74 52
46 50 18 52 75
15 46 50 43 14
44
69 75 79 39 23
40 18 79 23 62
66 46 39 50 52
40 44 18 62 41
44 40 73 41 52
41 39 69
79 66 75
29 23 54 66 18
68 44 74 79 48
79 44
40 44 62 68
79 74 48 40 18
79 47 23 54 39
40
40
40 52 74 57 73
40 44 62 65
41 44
44 62 65 40 75
43 44 40 14 60
74 48 18 79 62
40 18 68
44 62 18 68 73
43 15 18 39
44 40 14 18 73
40 18 44 41 68
8 62 46 38
44 40 62 68 14
18
18 47 41 44 39
75 76 65 41 39
79 76 39 75 65
41 39 69 44 46
47 79 18
66 75 62
79 47 18 20 26
64 69 50 8 46
79
40 39 79 43 15
62 52 44 46 79
62 14 44 40
40 79 74 44
23 79 39 54 20
40 44 62 68
50 46 41 64 8
40 18 44 68 21
18 39 41 76 75
46 50 41 18 69
18 40 44 68
15 69 75 46 50
18 68 69 39 15
41 39 75 65 46
68 18 40 44
68 40 18 44 41
62 18 29
79 20 6 23 29
44 40 73 41 68
18 41 44 39 22
79 8 39
39 41 18 69 50
44 40 52 62 18
43 74 62 79 57
79 62 18 8 44
44 64 8 75 15
69 75 18 8 65
15 43
44 40 68 62
41 39 18 79 75
79 47 41 20 18
39 79 23 41 62
40 44 18
44 14 18 62 40
44 41 43 73
18 40 44
39 41 79 18 15
44 73 62 15 52
46 50 64 41 8
44 62 15 68 17
18 79 20 23 66
79 41 39 47
79 20 74 48
18 41 76 75
40 18 39 68 21
66 79 23 39 75
69 8 18 75
62 44 18 73 52
40 44 41 73 9
29 6 23 66 18
40 44 73 52 62
18 39 79 74 48
18 79 58 39 26
44 40 41 14 62
8 79 20 49 21
65 75 8 79 62
39 18 58 79 41
40 44 65 79 76
50 46 44 64 52
39 43 69 41 18
40 68 18 44 41
47 79 50
20
68 44 40 62 21
18 40 26 68
14 62 40 41 39
18 39 62
41 65 39 75 18
75 41 18 39 65
79 44
6 18 23 20 45
46 50 64 8 67
44 41 40 75 52
69 18 41 65 8
40 74 79 41 48
79 15 39 62 23
43 40 44 73 57
41 46 39 64 75
44 18 14
41 39 44
23 79 20
79 8 49 47 38
39 18 41 22
68 18 44 40
46 50 8 18
66 39 79 75
44 40 68 62
68 18 62 40 52
44 62 68 15
46 50 23 79 66
46 50 62 47 44
44 41 40 73 52
44 43 40 73 62
66 62 39 76 43
50 52 8 46 43
40
44 62 41 15 65
44 40 73 52 57
79 80 23
79 40 18 46 50
40 44 68 62 41
79 18 23 20 66
43 48 41 62 40
18 40 68 44
43 44 40 61 62
50 76 62 73
14 44 62 41 18
39 76 65 79 18
43 44 41 40 14
68 44
73 52 40 46 50
44 62 15 40 68
62 18 52 66 73
40 44 62 17 41
46 64 18
18 46 50 23 6
18 68 40 23 62
40 44 62 68
40 44 41 62 68
79 23 18 47 20
66 79 23 18 6
18 40 26 44
66 79 75 23 39
44 40 62 73 41
52 73 74 50 46
66 23 58 80 39
79 15 50 43 48
44 40 52 73 62
41
79 76 47 23 58
41 50 46 42
69 18 64 76 8
8 49 21 79 45
40 48 46 44 50
29 23 79 20 50
46 50 79 18
41 39 65 18 69
23 20 29
39 41 47
40 44 62 41 14
76 62 39 58 2
46 50 73 52 44
44 73 52 40 43
68 44
44 41 52 46 40
79 23 18 39 6
40 18 79 44
44 62 14 41 68
40 74 52 39 57
44 62 14 68 40
79 41
62 58 2 29 18
79 47 65 23
79 15 44 8 20
46 50 41 42 64
44 62 40 14 68
40 68 44 73 52
79 66 23
44 62 41 68 73
79
68 44 40
40 41 18 79 44
40 57 80 18 79
75 79 8 18
44 68 40 62 46
20 79 18 62 23
44 40 43 68 62
41 75 18 76 39
44 40 43 62 73
18 79 66 23 75
44 40 73 52 41
62 76 79 39 44
40 62 41
18 68 52 73 40
65 75 58 39 18
44 75 65 62 50
79 39 18 23 15
23 20 66 79 43
44 40 41 52 43
39 15 74
44 40 41 43 73
79 20 29 23 8
43 48 44 52 62
44 40 41 68 62
40 44
44 40 62 14 43
62 44 40 41 73
29 58 23
39 79 18 65 20
41 40 44 68 39
20 79 29 8 23
57 46 73 74 52
69 50 41 65 18
41 40 39 18 75
18 79 23 20 66
18 69 43 41 32
79 65 20 75 8
41 14 75 18 44
44 40 73 52
79 46 65 50 15
41
15 47 52 65 64
40 44 41 39 15
18 43
40 18 68 44
69 62 76 8 18
40 74 79
8 49 15 79 44
66 6 79 23
18 79 23 6 45
39 79 15 75
68 44 18 40 21
79 44 8 40 62
79 18 69 47 23
79 50 46 18 23
41 18 75 65 44
44 62
41 39 65
40 44 18 62 41
44 41 14 73 68
62
62 41 76 44 39
18 79 62 23
44 62
40 18 68 41
46 50 79 65 15
79 75 8 18 66
40 43
68 44 40 62 73
40 68 44 18
18 79 40
40 44 68 62 13
18 76 39 58 8
79 41 74 47
46 50 41 69 64
40 43 48 44 68
20 23 79 18 66
79 8 50 46 18
79 47
44 18 40 68 62
40 44 68 62 18
75 65 76 8 79
64 41 40 46 65
18 46 50
65 75 18 41 62
62
40 68 44 18 73
79 71
44 46 50 79 47
47 79 50 46 75
50 46 8
40 52 74 57 73
46 50 62 75 76
40 44 62 68 13
44 40 62 68 41
44 48 79 41 65
18 40 68
18 23 6 29 80
75 69 39 18 76
18 39 69 75 65
44 68 73 62 13
18 40 44 39
62 79 39 75 18
79 8 49 38 23
18 41 39 22 68
18 41 69
18 68 44 40
40 44 62 41 52
41 44 73 68 40
41 69 46 50 18
18 62 70 68
18 20 23 29 6
18 69 75 44 8
62 44 68 76
57 79 65 47 46
41 44 62 64 46
41 44 14 40 18
44 40 62 43 41
47 79 21 49 26
73 40 75 80
79 20 50 43 40
68 44 40
62 79 63 18 78
40 18 68 44 79
44 18 62 68 40
48 74 79 40 80
18 79 74 39
44 68
18 20 23 66 26
46 50 18 39
79 39
40 44 68 18 74
40 44 68 41 39
44 41 62 73 40
44 40 62 73 68
44 68 40 62 13
69 8 18 64 75
39 73 50 41 65
65 41 75 44 18
40 18
50 18 79 46 20
44 62 40 52 73
43 44 14 61 62
50 79 46 39 18
65 79 75 76 62
18 23 79 58 44
76 15 40 75
40 44 68 74
18
44 18 68 41 62
15 44 39 62 40
73 52 50 44 46
44 68 40 62
79 23 47 48 39
68 44 18 75 41
62 44 14
44 40 41 62 68
40 79 18
57 46 74 65 79
79
62 18 14 44
62 57
52 73 44 41
46 50 76
79 18 15 66 23
46 50 66 18 75
75 65 76 41 46
43 44 61 41 40
79 48 74 40 15
44 40 41 14 62
62 18 79 63 78
44 68 40
39 75 79 65 15
74 40 79 48 43
69 8 18
68 62 44 40 76
50 46 8 39 41
18 41 39 22 58
69 62 18 75 44
18 41 39 69 15
40 44 62
43 40 44 68 14
41 18 50 46 40
40 44 62
18 47 75 79 8
62 76 52 23 44
44 41 62 52 73
62 44 40 14
40 44 14 52 73
44 18 62 68
40 18 44 68
68 18 40 44 62
76 39 18 58 8
43 39 15 79 50
68 44
68 40 18 44 21
79 21 23 49 52
65 75 76
40 44 21 68 18
62 18 65
62 18 64 73
68 44 18 21
57 52 79 40 74
68 40 44 62
44 41 68 62 73
68 18 21
79 23
68 41 44 18
18 69 41 39 75
29 58 23 54 66
40 44 48 62 43
79 66 23 20 46
40 44 76 41 68
23 6 58 18 20
65 75 76
68 18 62 58
43 44 15 40 64
18 79 44 23 75
43 44 61 14 40
44 73 52 41 40
57 15 65 50 46
18 40 68 44
15 43
14 44 18 73 52
52 46 50 40 73
44 62 40 20 75
44 62 65 75 50
40 44 68 46 62
62 14 41 40 18
40 79 39
52 46 57 73 15
79 50 39 46 40
18 70 79 75 68
44 39 68 14 15
44 40 68 62 48
69 8 18 41 62
79 8 49
41 18 69 75
40 44 68
8 69 18 65
44 52 62 73 46
40 44 68 62 63
40 68 21 44 80
18 79 46
75 39 65 43 41
15 39 47 64 50
69 40 41 18 44
69 18 46
48 44 40 62 43
18 40 68 44
65
40 44 62 68 63
18 46 23 50 58
18 40 68
79 39 23 18
62 66
50 41 46 8 64
79 78 74 18 71
44 41 62 39 73
79 68
44 40 41 73 14
66 75 23 79 39
